ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;RotationW;ScaleFactor;ModelId;Type;FileDataID;DoodadSetIndexes;DoodadSetNames
..\..\world\expansion04\doodads\turtlezone\waterfalls\tu_waterfalls_pools_02.obj;13857.455078125;90.06217193603516;15977.3798828125;7.58935546875;19;-3.08636474609375;;1.1494140625;6598370;m2;530701;0;
..\..\world\expansion02\doodads\generic\waterfalls\waterfalls_set1_high_ripples.obj;13956.978515625;120.50404357910156;15915.490234375;0;349;0;;1.19921875;6598373;m2;195676;0;
..\..\world\expansion04\doodads\pandaren\stone_post\pa_stone_post_01.obj;13508.6103515625;96.33684539794922;16497.576171875;0;356.5;0;;4.109375;6962931;m2;519427;0;
..\..\world\expansion04\doodads\pandaren\stone_post\pa_stone_post_01.obj;13457.966796875;95.83937072753906;16496.787109375;0;357;0;;4.109375;6399172;m2;519427;0;
..\..\world\expansion04\doodads\turtlezone\bamboo\tu_bamboocanopy05_gold.obj;13540.0751953125;93.54691314697266;16534.376953125;0;304.5;0;;2.349609375;6334888;m2;519861;0;
..\..\world\expansion02\doodads\generic\waterfalls\waterfalls_set1_high_ripples.obj;13684.37890625;116.67945861816406;16120.833984375;0;97.5;0;;0.869140625;6598374;m2;195676;0;
..\..\world\expansion04\doodads\turtlezone\clouds\tu_clouds_04.obj;13646.5458984375;188.3936309814453;16243.9833984375;0;12;0;;3.669921875;7730741;m2;620849;0;
..\..\world\expansion04\doodads\turtlezone\clouds\tu_clouds_04.obj;13691.2802734375;174.58412170410156;16189.021484375;0;171.5;0;;3.619140625;7730736;m2;620849;0;
..\..\world\expansion02\doodads\howlingfjord\fog\hfjord_fog_04.obj;13730.560546875;115.7065200805664;16131.927734375;0;163.5;0;;0.369140625;6632213;m2;195961;0;
..\..\world\expansion04\doodads\pandaren\stone_post\pa_stone_post_01.obj;13447.482421875;141.7373809814453;16368.3173828125;0;353.5;0;;3.3798828125;6964770;m2;519427;0;
..\..\world\expansion04\doodads\pandaren\stone_post\pa_stone_post_01.obj;13482.525390625;140.7747344970703;16371.48046875;0;352;0;;3.3798828125;6964771;m2;519427;0;
..\..\world\expansion04\doodads\valleyoffourwinds\cascadetreegold\vfw_cascadetreegold01.obj;13787.4951171875;128.6372833251953;16120.427734375;0;320.5;0;;1.2490234375;6387116;m2;522485;0;
..\..\world\expansion04\doodads\turtlezone\clouds\tu_clouds_01.obj;13253.9072265625;253.279296875;15946.1884765625;1.3729788064956665;137.5;-4.045379638671875;;5.0693359375;7730723;m2;516927;0;
