ModelFile;PositionX;PositionY;PositionZ;RotationW;RotationX;RotationY;RotationZ;ScaleFactor;DoodadSet;FileDataID
..\..\..\..\expansion04\doodads\pandaren\grain\pa_grainbasket_04.obj;2.353299379348755;5.101071357727051;0.6957469582557678;0.5112931728363037;0;0;-0.8594064116477966;0.5900001525878906;Set_Home003;533022
..\..\..\..\expansion04\doodads\pandaren\books\pa_book_04.obj;-0.7612859010696411;-8.778644561767578;2.7421035766601562;0.9949685335159302;0;0;0.10018797218799591;0.3700009882450104;Set_Home003;534848
..\..\..\..\expansion04\doodads\pandaren\cookware\pa_bowl_01.obj;4.419684410095215;2.6241328716278076;4.200645446777344;0.9965655207633972;0;0;-0.08280821144580841;1;Set_Home003;528748
..\..\..\..\expansion04\doodads\pandaren\cookware\pa_bowl_01.obj;4.378017902374268;2.60677170753479;4.095853328704834;0.9965655207633972;0;0;-0.08280821144580841;1;Set_Home003;528748
..\..\..\..\expansion04\doodads\pandaren\cookware\pa_bowl_01.obj;4.339823246002197;2.625869035720825;4.053416728973389;0.9925061464309692;0.0033843819983303547;0.08976617455482483;-0.0828380361199379;1;Set_Home003;528748
..\..\..\..\expansion04\doodads\pandaren\cookware\pa_bowl_01.obj;4.374545574188232;2.6241328716278076;3.85217547416687;0.9965655207633972;0;0;-0.08280821144580841;1;Set_Home003;528748
..\..\..\..\expansion04\doodads\pandaren\cookware\pa_bowl_01.obj;4.36760139465332;2.646702289581299;3.9687798023223877;0.9204933047294617;0.02409401163458824;0.056092768907547;-0.3859599828720093;1.0000003576278687;Set_Home003;528748
..\..\..\..\expansion04\doodads\pandaren\mugs\pa_mug_06.obj;4.443990230560303;1.6310776472091675;3.8576889038085938;0.9925461411476135;0;0;0.12186936289072037;0.8000001907348633;Set_Home003;537743
..\..\..\..\expansion04\doodads\pandaren\mugs\pa_mug_01.obj;4.54815673828125;-1.6102415323257446;2.662998676300049;0.573576807975769;0;0;0.8191518187522888;0.9999999403953552;Set_Home003;537733
..\..\..\..\expansion04\doodads\pandaren\mugs\pa_mug_bamboo_04.obj;4.440517902374268;-2.3949639797210693;2.663161516189575;-0.1822355091571808;0;0;-0.9832549095153809;1;Set_Home003;537751
..\..\..\..\expansion04\doodads\pandaren\mugs\pa_mug_bamboo_02.obj;4.18010139465332;1.0737862586975098;3.8451733589172363;0.21644024550914764;0;0;-0.9762958884239197;0.8300000429153442;Set_Home003;537747
..\..\..\..\expansion04\doodads\pandaren\cookware\pa_fork_01.obj;4.43010139465332;2.6397578716278076;2.638340473175049;0.5661846399307251;-0.018480556085705757;-0.05489635095000267;0.8222407698631287;0.6299999952316284;Set_Home003;527966
..\..\..\..\expansion04\doodads\pandaren\cookware\pa_chopsticks_01.obj;4.450934410095215;1.7526054382324219;2.73368763923645;-0.10223512351512909;-0.02850668877363205;-0.0941002145409584;-0.9898891448974609;0.5400000810623169;Set_Home003;527964
..\..\..\..\expansion04\doodads\pandaren\cookware\pa_fork_01.obj;4.61065673828125;2.4140636920928955;2.638340473175049;0.7625227570533752;-0.03226926922798157;-0.048102349042892456;0.6443632245063782;0.6299997568130493;Set_Home003;527966
..\..\..\..\expansion04\doodads\pandaren\cookware\pa_chopsticks_01.obj;4.49260139465332;1.4505220651626587;2.694767475128174;0.6259236931800842;0;0;0.7798842787742615;0.5399999618530273;Set_Home003;527964
..\..\..\..\expansion04\doodads\pandaren\alchemy\pa_alchemy_07.obj;4.534267902374268;-1.3949638605117798;3.8114209175109863;0.9807852506637573;0;0;-0.1950904279947281;0.8500000238418579;Set_Home003;528631
..\..\..\..\expansion04\doodads\pandaren\alchemy\pa_alchemy_01.obj;4.603712558746338;-1.9696165323257446;3.8387629985809326;0.975342333316803;0;0;-0.22069750726222992;1;Set_Home003;528619
..\..\..\..\expansion04\doodads\pandaren\alchemy\pa_alchemy_09.obj;4.259962558746338;-1.7890610694885254;3.8423538208007812;0.5336148142814636;0;0;0.8457276821136475;0.6899999976158142;Set_Home003;528635
..\..\..\..\expansion04\doodads\pandaren\alchemy\pa_alchemy_10.obj;4.58635139465332;-0.7265610694885254;5.175242900848389;-0.3131638765335083;0;0;-0.9496991038322449;1.2100000381469727;Set_Home003;528637
..\..\..\..\expansion04\doodads\pandaren\books\pa_book_07.obj;0.7769085764884949;-8.796005249023438;3.7282791137695312;0.7035065293312073;0.06357646733522415;-0.7050306797027588;0.06299535185098648;0.299999862909317;Set_Home003;534886
..\..\..\..\expansion04\doodads\pandaren\shrine_props\pa_flowerpot_01.obj;-3.3237855434417725;-4.650171756744385;1.8842612504959106;0.34373974800109863;0;0;-0.9390649199485779;1;Set_Home003;528756
..\..\..\..\expansion04\doodads\pandaren\shrine_props\pa_fruitbowl_01.obj;-3.497396230697632;-3.927948474884033;1.8900036811828613;0.9983935356140137;0;0;0.05665963143110275;1;Set_Home003;528758
..\..\..\..\expansion04\doodads\pandaren\cookware\pa_bowl_01.obj;-2.875868558883667;-3.955726146697998;1.9009873867034912;0.8115739822387695;0;0;0.5842496752738953;1;Set_Home003;528748
..\..\..\..\expansion04\doodads\pandaren\cookware\pa_chopsticks_01.obj;-3.101562976837158;-3.342879056930542;1.908883810043335;0.9998477101325989;0;0;0.017452305182814598;0.3700000047683716;Set_Home003;527964
..\..\..\..\expansion04\doodads\pandaren\shrine_props\pa_ricebowl_01.obj;-3.573784828186035;-3.162323474884033;1.8907767534255981;0.9411759972572327;0;0;0.33791670203208923;1;Set_Home003;528760
..\..\..\..\expansion04\doodads\pandaren\table\pa_table_01.obj;-3.445312976837158;-3.921004056930542;0.7764171957969666;0.4617486000061035;0;0;-0.8870108127593994;0.9999997615814209;Set_Home003;538547
..\..\..\..\expansion04\doodads\pandaren\grain\pa_grainbasket_03.obj;3.4609384536743164;4.210939884185791;0.70069420337677;0.21644018590450287;0;0;-0.9762958884239197;0.5699999332427979;Set_Home003;533020
..\..\..\..\expansion04\doodads\pandaren\alchemy\pa_alchemy_12.obj;0.5164918899536133;-8.834199905395508;2.7302677631378174;-0.2419220209121704;0;0;-0.9702956676483154;0.9199999570846558;Set_Home003;528641
..\..\..\..\expansion04\doodads\pandaren\table\pa_table_01.obj;0.7282994389533997;5.251632213592529;0.7333598732948303;0.7009092569351196;0;0;-0.713250458240509;0.7599999904632568;Set_Home003;538547
..\..\..\..\expansion04\doodads\pandaren\grain\pa_grainsack_open_01.obj;0.4296884536743164;5.600590705871582;1.5779393911361694;0.874619722366333;0;0;-0.48480960726737976;0.3299999535083771;Set_Home003;533077
..\..\..\..\expansion04\doodads\pandaren\hangingfood\pa_pepper_single_01.obj;1.07552170753479;5.010313034057617;1.56339430809021;-0.4500984847545624;0;0;-0.8929789066314697;0.9999998211860657;Set_Home003;532105
..\..\..\..\expansion04\doodads\pandaren\hangingfood\pa_pepper_single_02.obj;0.8081606030464172;5.170034885406494;1.56339430809021;-0.30070558190345764;0;0;-0.953717052936554;1;Set_Home003;532107
..\..\..\..\expansion04\doodads\pandaren\hangingfood\pa_garlic_single_01.obj;0.66927170753479;4.803715705871582;1.56339430809021;-0.4924236238002777;0;0;-0.8703556656837463;0.9999998211860657;Set_Home003;532099
..\..\..\..\expansion04\doodads\pandaren\cookware\pa_spoon_01.obj;0.2526050806045532;4.949549198150635;1.5887510776519775;0.19381539523601532;0;0;-0.9810380339622498;0.5700000524520874;Set_Home003;529162
..\..\..\..\expansion04\doodads\pandaren\cookware\pa_pan_04.obj;1.3532997369766235;5.777047634124756;3.2202794551849365;0.7288024425506592;0.684104859828949;-0.006049014627933502;-0.028477337211370468;0.8199999928474426;Set_Home003;527974
..\..\..\..\expansion04\doodads\pandaren\cookware\pa_pan_02.obj;2.5234384536743164;5.648873805999756;3.2993688583374023;0.6833878755569458;0.7279424071311951;-0.03840053454041481;-0.040078382939100266;0.9999998807907104;Set_Home003;527970
..\..\..\..\expansion04\doodads\pandaren\books\pa_book_05.obj;0.7769085764884949;-8.823782920837402;3.8545711040496826;0.6950252056121826;0.037105999886989594;0.7172532677650452;-0.033328402787446976;0.44000011682510376;Set_Home003;534850
..\..\..\..\expansion04\doodads\pandaren\books\pa_book_01.obj;1.148436188697815;-8.834199905395508;3.7592952251434326;0.7184167504310608;-0.027856191620230675;-0.6946882009506226;-0.0225765872746706;0.3299999535083771;Set_Home003;534842
..\..\..\..\expansion04\doodads\pandaren\wood_retaining_posts\pa_wood_retaining_posts.obj;0.7352440357208252;4.9959001541137695;4.527186870574951;-0.48687744140625;0.5176194906234741;0.512786865234375;0.48173651099205017;0.1899999976158142;Set_Home003;530261
..\..\..\..\expansion04\doodads\pandaren\hangingfood\pa_hook_01.obj;1.4505219459533691;5.511422634124756;4.739989280700684;-0.11194492876529694;0;0;-0.993714451789856;0.6399999856948853;Set_Home003;532101
..\..\..\..\expansion04\doodads\pandaren\hangingfood\pa_hook_01.obj;2.5616328716278076;5.442276477813721;4.7404913902282715;-0.11194492876529694;0;0;-0.993714451789856;0.6399999856948853;Set_Home003;532101
..\..\..\..\expansion04\doodads\pandaren\cookware\pa_bowl_01.obj;1.1484383344650269;5.611007213592529;1.583056092262268;0.07845964282751083;0;0;-0.9969173073768616;1;Set_Home003;528748
..\..\..\..\expansion04\doodads\pandaren\grain\pa_grain_pile_04.obj;1.1484383344650269;5.600590705871582;1.7101093530654907;-0.12619905173778534;0;0;-0.992004930973053;0.46000099182128906;Set_Home003;533091
..\..\..\..\expansion04\doodads\pandaren\keg\pa_keg_stand02.obj;2.3359384536743164;5.7005228996276855;4.750277042388916;0.7071067690849304;0;0;-0.7071067690849304;0.44999998807907104;Set_Home003;531190
..\..\..\..\expansion04\doodads\pandaren\keg\pa_keg_13.obj;2.360244035720825;5.608509063720703;4.804817199707031;0.6883546113967896;0;0;-0.7253743410110474;0.4500000774860382;Set_Home003;531097
..\..\..\..\expansion04\doodads\pandaren\keg\pa_keg_06.obj;1.3081607818603516;5.648439884185791;4.822916030883789;0.6851829290390015;0;0;-0.7283710241317749;0.44999995827674866;Set_Home003;531055
..\..\..\..\expansion04\doodads\pandaren\keg\pa_keg_stand02.obj;1.2977441549301147;5.707467555999756;4.765799045562744;0.6851829290390015;0;0;-0.7283710241317749;0.44999995827674866;Set_Home003;531190
..\..\..\..\expansion04\doodads\pandaren\wallhanging\pa_wallhanging_05.obj;-1.83072829246521;5.787288665771484;5.773518085479736;0.7352480292320251;0;0;-0.6777981519699097;1;Set_Home003;528666
..\..\..\..\expansion04\doodads\pandaren\hangingcharm\pa_hangingcharm_long_01.obj;-4.434895038604736;4.179690361022949;7.85643196105957;-0.004363121464848518;0;0;-0.9999904632568359;1.340000033378601;Set_Home003;528411
..\..\..\..\expansion04\doodads\pandaren\hangingcharm\pa_hangingcharm_long_01.obj;-4.490451335906982;-4.292531967163086;7.85643196105957;-0.004363121464848518;0;0;-0.9999904632568359;1.340000033378601;Set_Home003;528411
..\..\..\..\dungeon\easttemple\sconce\pa_easttemplesconce1.obj;-0.025173451751470566;0.039064619690179825;8.26970100402832;0.20791231095790863;0;0;-0.9781474471092224;0.5499999523162842;Set_Home003;528744
..\..\..\..\expansion04\doodads\pandaren\wood_retaining_posts\pa_wood_retaining_posts.obj;2.974827289581299;4.876019477844238;4.527185440063477;-0.48687744140625;0.5176194906234741;0.512786865234375;0.48173651099205017;0.1899999976158142;Set_Home003;530261
..\..\..\..\expansion04\doodads\pandaren\kitcheninset\pa_kitcheninset_small.obj;4.261929512023926;0.016494538635015488;0.7023781538009644;-0.004363121930509806;0;0;-0.9999904632568359;0.9000000357627869;Set_Home003;538785
..\..\..\..\expansion04\doodads\pandaren\bed\pa_house_bed.obj;0.07638788223266602;-7.682608604431152;0.7284168601036072;0.7040145397186279;0;0;-0.7101856470108032;0.699999988079071;Set_Home003;516947
..\..\..\..\expansion04\doodads\pandaren\woodplank\pa_woodplank_01.obj;1.98177170753479;5.745661735534668;4.560517311096191;0.682924211025238;0;0;-0.7304893136024475;2.719999074935913;Set_Home003;530257
