ModelFile;PositionX;PositionY;PositionZ;RotationW;RotationX;RotationY;RotationZ;ScaleFactor;DoodadSet;FileDataID
..\..\..\..\expansion04\doodads\pandaren\ladder\pa_ladder_01.obj;-26.47351837158203;-8.488218307495117;0.6103108525276184;-0.42239436507225037;-0.029492605477571487;0.013752625323832035;-0.9058278203010559;1;Set_$DefaultGlobal;530126
..\..\..\..\expansion04\doodads\pandaren\ladder\pa_ladder_01.obj;-15.603578567504883;-14.119522094726562;4.613394737243652;0.08707484602928162;-0.04293135926127434;-0.0037560106720775366;-0.995269238948822;0.9999999403953552;Set_$DefaultGlobal;530126
..\..\..\..\expansion04\doodads\pandaren\ladder\pa_ladder_01.obj;-25.989662170410156;-12.13029956817627;4.613394737243652;0.8855260014533997;0.01625344529747963;-0.03106829524040222;0.4632648229598999;1;Set_$DefaultGlobal;530126
..\..\..\..\expansion04\doodads\pandaren\ladder\pa_ladder_01.obj;-6.726922512054443;-11.119081497192383;8.733320236206055;-0.44298821687698364;-0.06740273535251617;0.03342263028025627;-0.8933651447296143;1;Set_$DefaultGlobal;530126
..\..\..\..\expansion04\doodads\pandaren\scroll\pa_scroll_06.obj;-10.83930778503418;-8.584546089172363;2.4329750537872314;1;0;0;3.178651297730539e-8;1;Set_$DefaultGlobal;521205
..\..\..\..\expansion04\doodads\pandaren\scroll\pa_scroll_06.obj;-10.718814849853516;-8.729419708251953;3.391810178756714;0.9537169933319092;0;0;0.30070576071739197;1.1999999284744263;Set_$DefaultGlobal;521205
..\..\..\..\expansion04\doodads\pandaren\scroll\pa_scroll_06.obj;-10.846959114074707;-8.840774536132812;3.391810178756714;0.9537169933319092;0;0;0.30070576071739197;1.1999999284744263;Set_$DefaultGlobal;521205
..\..\..\..\expansion04\doodads\pandaren\scroll\pa_scroll_06.obj;-11.027755737304688;-9.01030445098877;3.391810178756714;0.9238795638084412;0;0;0.3826833963394165;1.1999998092651367;Set_$DefaultGlobal;521205
..\..\..\..\expansion04\doodads\pandaren\scroll\pa_scroll_06.obj;-10.791743278503418;-8.786215782165527;3.5140907764434814;0.9659258127212524;0;0;0.25881901383399963;1.1999999284744263;Set_$DefaultGlobal;521205
..\..\..\..\expansion04\doodads\pandaren\scroll\pa_scroll_05.obj;-11.822488784790039;-9.530875205993652;3.4637155532836914;-0.34202003479003906;0;0;-0.9396926760673523;1.3000000715255737;Set_$DefaultGlobal;521203
..\..\..\..\expansion04\doodads\pandaren\scroll\pa_scroll_04.obj;-13.954447746276855;-10.120984077453613;1.0497928857803345;0.5372998118400574;0;0;-0.8433913588523865;0.9999998807907104;Set_$DefaultGlobal;521201
