ModelFile;PositionX;PositionY;PositionZ;RotationW;RotationX;RotationY;RotationZ;ScaleFactor;DoodadSet;FileDataID
..\..\..\..\expansion04\doodads\pandaren\brazier\pa_brazier_01.obj;21.630645751953125;5.302821159362793;2.164642333984375;1;0;0;0;1;Set_$DefaultGlobal;520142
..\..\..\..\expansion04\doodads\pandaren\brazier\pa_brazier_01.obj;21.61222267150879;-5.096608638763428;2.164642333984375;1;0;0;0;1;Set_$DefaultGlobal;520142
..\..\..\..\expansion04\doodads\pandaren\brazier\pa_brazier_01.obj;-21.368181228637695;5.302821159362793;2.164642333984375;1;0;0;0;1;Set_$DefaultGlobal;520142
..\..\..\..\expansion04\doodads\pandaren\brazier\pa_brazier_01.obj;-21.38660430908203;-5.096608638763428;2.164642333984375;1;0;0;0;1;Set_$DefaultGlobal;520142
..\..\..\..\expansion04\doodads\pandaren\brazier\pa_brazier_01.obj;-0.14391285181045532;-20.763261795043945;2.164642333984375;1;0;0;0;1;Set_$DefaultGlobal;520142
..\..\..\..\expansion04\doodads\pandaren\brazier\pa_brazier_01.obj;-4.804154872894287;21.467111587524414;2.164642333984375;1;0;0;0;1;Set_$DefaultGlobal;520142
..\..\..\..\expansion04\doodads\pandaren\brazier\pa_brazier_01.obj;4.618093967437744;21.467111587524414;2.164642333984375;1;0;0;0;1;Set_$DefaultGlobal;520142
..\..\..\..\expansion04\doodads\pandaren\lantern_paper\pa_lantern_paper_round_red_fancy_01.obj;12.802068710327148;12.81107234954834;47.640193939208984;1;0;0;0;1;Set_$DefaultGlobal;526372
..\..\..\..\expansion04\doodads\pandaren\lantern_paper\pa_lantern_paper_round_red_fancy_01.obj;17.414865493774414;17.476999282836914;31.59756088256836;1;0;0;0;1;Set_$DefaultGlobal;526372
..\..\..\..\expansion04\doodads\pandaren\lantern_paper\pa_lantern_paper_round_red_fancy_01.obj;20.83655548095703;21.04572296142578;13.792917251586914;1;0;0;0;1;Set_$DefaultGlobal;526372
..\..\..\..\expansion04\doodads\pandaren\lantern_paper\pa_lantern_paper_round_red_fancy_01.obj;-12.811073303222656;12.802067756652832;47.640193939208984;0.7071067094802856;0;0;0.7071068286895752;1;Set_$DefaultGlobal;526372
..\..\..\..\expansion04\doodads\pandaren\lantern_paper\pa_lantern_paper_round_red_fancy_01.obj;-17.46475601196289;17.35249137878418;31.53372573852539;0.7071067094802856;0;0;0.7071068286895752;1;Set_$DefaultGlobal;526372
..\..\..\..\expansion04\doodads\pandaren\lantern_paper\pa_lantern_paper_round_red_fancy_01.obj;-21.04572296142578;20.836551666259766;13.792917251586914;0.7071067094802856;0;0;0.7071068286895752;1;Set_$DefaultGlobal;526372
..\..\..\..\expansion04\doodads\pandaren\lantern_paper\pa_lantern_paper_round_red_fancy_01.obj;-12.802067756652832;-12.811073303222656;47.640193939208984;7.549790126404332e-8;0;0;-1;1;Set_$DefaultGlobal;526372
..\..\..\..\expansion04\doodads\pandaren\lantern_paper\pa_lantern_paper_round_red_fancy_01.obj;-17.451934814453125;-17.47694206237793;31.57562255859375;7.549790126404332e-8;0;0;-1;1;Set_$DefaultGlobal;526372
..\..\..\..\expansion04\doodads\pandaren\lantern_paper\pa_lantern_paper_round_red_fancy_01.obj;-20.836551666259766;-21.04572296142578;13.792917251586914;7.549790126404332e-8;0;0;-1;1;Set_$DefaultGlobal;526372
..\..\..\..\expansion04\doodads\pandaren\lantern_paper\pa_lantern_paper_round_red_fancy_01.obj;12.81107234954834;-12.802068710327148;47.6597785949707;0.7071067094802856;0;0;-0.7071068286895752;1;Set_$DefaultGlobal;526372
..\..\..\..\expansion04\doodads\pandaren\lantern_paper\pa_lantern_paper_round_red_fancy_01.obj;17.456071853637695;-17.386451721191406;31.567304611206055;0.7071067094802856;0;0;-0.7071068286895752;1;Set_$DefaultGlobal;526372
..\..\..\..\expansion04\doodads\pandaren\lantern_paper\pa_lantern_paper_round_red_fancy_01.obj;21.04572296142578;-20.836551666259766;13.792917251586914;0.7071067094802856;0;0;-0.7071068286895752;1;Set_$DefaultGlobal;526372
..\..\..\..\expansion04\doodads\pandaren\lantern_paper\pa_lantern_paper_round_red_01.obj;9.318952560424805;9.127402305603027;20.75956916809082;1;0;0;0;1;Set_$DefaultGlobal;526368
..\..\..\..\expansion04\doodads\pandaren\lantern_paper\pa_lantern_paper_round_red_01.obj;-9.191852569580078;9.127402305603027;20.75956916809082;1;0;0;0;1;Set_$DefaultGlobal;526368
..\..\..\..\expansion04\doodads\pandaren\lantern_paper\pa_lantern_paper_round_red_01.obj;-9.191852569580078;-9.244305610656738;20.75956916809082;1;0;0;0;1;Set_$DefaultGlobal;526368
..\..\..\..\expansion04\doodads\pandaren\lantern_paper\pa_lantern_paper_round_red_01.obj;9.318952560424805;-9.244305610656738;20.75956916809082;1;0;0;0;1;Set_$DefaultGlobal;526368
..\..\..\..\expansion04\doodads\pandaren\lantern_paper\pa_lantern_paper_round_red_01.obj;5.832411766052246;-0.041751451790332794;32.79036331176758;1;0;0;0;1;Set_$DefaultGlobal;526368
..\..\..\..\expansion04\doodads\pandaren\lantern_paper\pa_lantern_paper_round_red_01.obj;-5.8479790687561035;-0.041751451790332794;32.79036331176758;1;0;0;0;1;Set_$DefaultGlobal;526368
..\..\..\..\expansion04\doodads\pandaren\lantern_paper\pa_lantern_paper_round_red_01.obj;-0.10591467469930649;5.811833381652832;32.79036331176758;0.7071067690849304;0;0;-0.7071067690849304;1;Set_$DefaultGlobal;526368
..\..\..\..\expansion04\doodads\pandaren\lantern_paper\pa_lantern_paper_round_red_01.obj;-0.10591467469930649;-5.815280914306641;32.79036331176758;0.7071067690849304;0;0;-0.7071067690849304;1;Set_$DefaultGlobal;526368
..\..\..\..\expansion04\doodads\pandaren\lantern_paper\pa_lantern_paper_round_red_01.obj;6.854560375213623;6.717629432678223;11.767561912536621;1;0;0;0;1;Set_$DefaultGlobal;526368
..\..\..\..\expansion04\doodads\pandaren\lantern_paper\pa_lantern_paper_round_red_01.obj;6.7819976806640625;-6.702118396759033;11.767561912536621;1;0;0;0;1;Set_$DefaultGlobal;526368
..\..\..\..\expansion04\doodads\pandaren\lantern_paper\pa_lantern_paper_round_red_01.obj;-6.735400676727295;-6.687955856323242;11.767561912536621;1;0;0;0;1;Set_$DefaultGlobal;526368
..\..\..\..\expansion04\doodads\pandaren\lantern_paper\pa_lantern_paper_round_red_01.obj;-6.737898826599121;6.668551921844482;11.767561912536621;1;0;0;0;1;Set_$DefaultGlobal;526368
..\..\..\..\expansion02\doodads\generic\inscription\inscription_inkbottle_black01.obj;2.913207769393921;-16.039932250976562;4.4202117919921875;0.7313537001609802;0;0;0.6819983720779419;0.9999999403953552;Set_$DefaultGlobal;243402
..\..\..\..\expansion02\doodads\generic\inscription\inscription_inkbottle_black04.obj;3.2361245155334473;-15.911458015441895;4.420100688934326;0.9762960076332092;0;0;0.21643970906734467;0.9999999403953552;Set_$DefaultGlobal;243405
..\..\..\..\expansion04\doodads\pandaren\books\pa_book_06.obj;-7.020818710327148;-14.637149810791016;7.612036228179932;0.22495101392269135;0;0;-0.9743700623512268;0.9999999403953552;Set_$DefaultGlobal;534884
..\..\..\..\expansion04\doodads\pandaren\books\pa_book_01.obj;-14.53818130493164;-9.284722328186035;5.3517746925354;0.7071067094802856;0;0;-0.7071068286895752;1;Set_$DefaultGlobal;534842
..\..\..\..\expansion04\doodads\pandaren\books\pa_book_07.obj;-14.53123664855957;-9.288193702697754;5.807638645172119;0.9732441306114197;0.015718763694167137;-0.0006323751877062023;0.2292342483997345;0.9999998807907104;Set_$DefaultGlobal;534886
..\..\..\..\expansion04\doodads\pandaren\books\pa_book_06.obj;-14.477415084838867;6.116318702697754;7.608447551727295;0.9949685335159302;0;0;0.10018795728683472;0.9999999403953552;Set_$DefaultGlobal;534884
..\..\..\..\expansion04\doodads\pandaren\books\pa_book_06.obj;-11.548596382141113;16.80555534362793;14.56449031829834;0.9733792543411255;0;0;0.22920037806034088;0.5600000023841858;Set_$DefaultGlobal;534884
..\..\..\..\expansion04\doodads\pandaren\books\pa_book_07.obj;-12.937485694885254;-0.5434027910232544;22.978113174438477;0.7236146926879883;-0.0797526091337204;-0.05472555384039879;-0.6833932995796204;0.7400000095367432;Set_$DefaultGlobal;534886
..\..\..\..\expansion04\doodads\pandaren\books\pa_book_01.obj;-13.833318710327148;-0.5277777910232544;23.515071868896484;-0.027912991121411324;-0.5343465805053711;-0.01207893155515194;-0.8447181582450867;0.7399999499320984;Set_$DefaultGlobal;534842
..\..\..\..\expansion04\doodads\pandaren\books\pa_book_wooden_02.obj;-4.100680351257324;-15.413190841674805;4.185858726501465;0.6470565795898438;-0.34828758239746094;0.5335583686828613;0.41872313618659973;0.6200000643730164;Set_$DefaultGlobal;534952
..\..\..\..\expansion04\doodads\pandaren\rake\pa_broom_01.obj;17.187511444091797;3.6354167461395264;13.71733570098877;0.9069842100143433;0.4206828474998474;0.018269406631588936;-0.008473857305943966;1.0000001192092896;Set_$DefaultGlobal;529458
..\..\..\..\expansion04\doodads\pandaren\crate\pa_crate_05.obj;-6.621513843536377;-15.486109733581543;3.0928056240081787;0.9995335936546326;0;0;-0.03053869679570198;1;Set_$DefaultGlobal;537040
..\..\..\..\expansion04\doodads\pandaren\crate\pa_crate_05.obj;-6.843736171722412;-15.317708015441895;4.2226243019104;-0.026177115738391876;0;0;-0.9996573328971863;0.9999997615814209;Set_$DefaultGlobal;537040
..\..\..\..\expansion04\doodads\pandaren\crate\pa_crate_01.obj;-7.006929874420166;-15.220486640930176;5.352426528930664;0.9975640177726746;0;0;-0.06975667923688889;0.9999998807907104;Set_$DefaultGlobal;520092
..\..\..\..\expansion04\doodads\pandaren\crate\pa_crate_01.obj;-6.927069664001465;-15.145833015441895;6.482235431671143;0.6052939891815186;0;0;-0.7960020303726196;1;Set_$DefaultGlobal;520092
..\..\..\..\expansion04\doodads\pandaren\crate\pa_crate_05.obj;-14.732625007629395;-9.47743034362793;3.0921716690063477;0.7906895279884338;0;0;-0.612217366695404;0.9999998807907104;Set_$DefaultGlobal;537040
..\..\..\..\expansion04\doodads\pandaren\crate\pa_crate_04.obj;-15.3367919921875;-5.890624523162842;3.091156005859375;0.7431448698043823;0;0;-0.6691305637359619;0.9999998807907104;Set_$DefaultGlobal;537034
..\..\..\..\expansion04\doodads\pandaren\crate\pa_crate_05.obj;-14.64234733581543;-9.21701431274414;4.221986770629883;0.6087613701820374;0;0;0.7933534383773804;0.9999999403953552;Set_$DefaultGlobal;537040
..\..\..\..\expansion04\doodads\pandaren\crate\pa_crate_05.obj;-15.118040084838867;6.295137882232666;4.219048500061035;0.7372772693634033;0;0;0.6755902767181396;0.9999999403953552;Set_$DefaultGlobal;537040
..\..\..\..\expansion04\doodads\pandaren\crate\pa_crate_05.obj;-15.295122146606445;6.078124523162842;3.0892333984375;0.672366738319397;0;0;-0.7402182221412659;0.9999999403953552;Set_$DefaultGlobal;537040
..\..\..\..\expansion04\doodads\pandaren\crate\pa_crate_04.obj;-14.552069664001465;8.635415077209473;3.0928022861480713;0.8362861275672913;0;0;-0.5482932925224304;1;Set_$DefaultGlobal;537034
..\..\..\..\expansion04\doodads\pandaren\crate\pa_crate_01.obj;-15.013874053955078;6.456596851348877;5.348851680755615;0.6427875757217407;0;0;-0.7660444974899292;0.9999999403953552;Set_$DefaultGlobal;520092
..\..\..\..\expansion04\doodads\pandaren\crate\pa_crate_01.obj;-14.944429397583008;6.373262882232666;6.47866153717041;-0.15212330222129822;0;0;-0.9883615374565125;1.0000001192092896;Set_$DefaultGlobal;520092
..\..\..\..\expansion04\doodads\pandaren\crate\pa_crate_01.obj;-9.263875007629395;-15.060762405395508;4.222605228424072;0.833885669708252;0;0;-0.5519372224807739;1;Set_$DefaultGlobal;520092
..\..\..\..\expansion04\doodads\pandaren\crate\pa_crate_05.obj;-9.28818130493164;-15.03993034362793;3.092803955078125;-0.10886681824922562;0;0;-0.9940563440322876;1;Set_$DefaultGlobal;537040
..\..\..\..\expansion04\doodads\pandaren\crate\pa_crate_01.obj;-10.409708023071289;17.203121185302734;13.690531730651855;0.6755901575088501;0;0;0.7372773885726929;0.7799999713897705;Set_$DefaultGlobal;520092
..\..\..\..\expansion04\doodads\pandaren\crate\pa_crate_04.obj;-8.946166038513184;17.130207061767578;13.700627326965332;0.9996573328971863;0;0;0.026176920160651207;0.9099997878074646;Set_$DefaultGlobal;537034
..\..\..\..\expansion04\doodads\pandaren\crate\pa_crate_01.obj;-11.539916038513184;17.01909637451172;13.683247566223145;0.6394389867782593;0;0;0.7688418626785278;0.7799999117851257;Set_$DefaultGlobal;520092
..\..\..\..\expansion04\doodads\pandaren\crate\pa_crate_02.obj;-17.180540084838867;8.838542938232422;13.715696334838867;1;0;0;0;0.800000011920929;Set_$DefaultGlobal;532323
